decile,mean_fwd_5d,median_fwd_5d,hit_rate,count
0,0.014064781914361552,0.0030709597607825323,0.532871972318339,289
3,0.06318845035302526,-0.001705281817825477,0.48788927335640137,289
6,0.07437898980581423,-0.005093372833967713,0.4463667820069204,289
9,0.07276698418639492,0.00042145703520701794,0.5051903114186851,289
