date,portfolio_ret,equity,turnover
2024-04-04,0.0,1.0,0.0
2024-04-05,0.03491850483474379,1.0349185048347438,1.0
2024-04-08,0.007762493025714967,1.0429520525107068,0.0
2024-04-09,0.04188357657792019,1.086634614669138,0.0
2024-04-10,0.004836430267789904,1.0918900472095519,0.0
2024-04-11,0.011966345018465496,1.10495598023669,0.0
2024-04-12,-0.0026109171959021182,1.1020710316671751,2.0
2024-04-15,-0.01649777985566636,1.083889306401423,0.0
2024-04-16,0.007304133005525459,1.0918061780586457,0.0
2024-04-17,0.020513428789325605,1.1142028663439973,0.0
2024-04-18,-0.02229412515662621,1.0893626881918526,0.0
2024-04-19,0.007363528252192442,1.0973842411232375,2.0
2024-04-22,0.006642521877555874,1.1046736399529837,0.0
2024-04-23,-0.005730670156470663,1.0983431196918654,0.0
2024-04-24,-0.007773450529146575,1.0898052037869121,0.0
2024-04-25,-0.01298482292766756,1.0756542761900885,0.0
2024-04-26,-0.007358318206923675,1.0677392697452437,2.0
2024-04-29,-0.005308489561076657,1.0620711869778494,0.0
2024-04-30,0.014353750252724673,1.0773158915463443,0.0
2024-05-01,0.006168212215070357,1.0839610045880699,0.0
2024-05-02,-0.0039839726366665,1.0796425336065776,0.0
2024-05-03,-0.0386836666917969,1.0378780016902536,2.0
2024-05-06,0.006389724656018725,1.0445097563475931,0.0
2024-05-07,-0.024483505204389577,1.018936496292021,0.0
2024-05-08,0.008157119466933649,1.0272480830214938,0.0
2024-05-09,-0.0026174993860459406,1.0245592617948682,0.0
2024-05-10,-0.028833373250586214,0.9950177621821917,0.0
2024-05-13,0.007087796100972321,1.0020702451973849,0.0
2024-05-14,0.004805144248913651,1.0068853372731026,0.0
2024-05-15,-0.004305129395315355,1.002550565609896,0.0
2024-05-16,-0.0017797259561593837,1.000766300345918,0.0
2024-05-17,0.003546495636210789,1.0043155136629616,0.0
2024-05-20,0.02416167926763091,1.028581462987592,0.0
2024-05-21,-0.005958713397408277,1.022452440843762,0.0
2024-05-22,0.02078367296492023,1.0437027579964433,0.0
2024-05-23,-0.00043890906292776144,1.043244667396956,0.0
2024-05-24,0.002443628393132835,1.0457939696871916,2.0
2024-05-27,0.0036350435252932023,1.0495954762854938,0.0
2024-05-28,-0.00749483360650105,1.0417289328365977,0.0
2024-05-29,-0.0017463514613776931,1.0399097079923791,0.0
2024-05-30,0.03096033524619779,1.0721056611775988,0.0
2024-05-31,-0.01543313105654287,1.0555597140021833,2.0
2024-06-03,0.028806885081691158,1.085967101380307,0.0
2024-06-04,-0.016968633935813493,1.067539723170648,0.0
2024-06-05,-0.01339987885228533,1.0532348202101591,0.0
2024-06-06,0.012003128415818187,1.0658769330091529,0.0
2024-06-07,0.024316784911236677,1.091795633130985,0.0
2024-06-10,0.015042930301834456,1.1082194387440216,0.0
2024-06-11,0.021716129617045388,1.132285675719916,0.0
2024-06-12,-0.0012934847252977777,1.1308210814936988,0.0
2024-06-13,-0.001011990361297177,1.1296767014588756,0.0
2024-06-14,0.04137833452165807,1.176420841913164,0.0
2024-06-17,0.034703978065677266,1.2172473250069242,0.0
2024-06-18,0.014701060286850254,1.2351421513158582,0.0
2024-06-19,0.02269584981373063,1.263174752080731,0.0
2024-06-20,0.01763433387724289,1.2854499974042262,0.0
2024-06-21,-0.023528279476968783,1.2552055706116307,0.0
2024-06-24,-0.0004829255531396681,1.2545993997671392,0.0
2024-06-25,0.030707526940662033,1.293125044635227,0.0
2024-06-26,0.014825608622084596,1.3122964104464045,0.0
2024-06-27,-0.0009613308365100659,1.3110348594404009,0.0
2024-06-28,-0.013399081963299864,1.2934681959020156,2.0
2024-07-01,0.0047736900992512155,1.2996428122224895,0.0
2024-07-02,-0.0048615938245715196,1.2933244767524399,0.0
2024-07-03,0.02672145489430089,1.3278839884216755,0.0
2024-07-04,-0.018688032754521133,1.3030684489518471,0.0
2024-07-05,0.0024930675031085148,1.306317086556255,0.0
2024-07-08,-0.012083879639175565,1.2905317081117107,0.0
2024-07-09,-0.005164035033222714,1.2838673571595371,0.0
2024-07-10,0.0018072453096442676,1.286187620418969,0.0
2024-07-11,-0.02501099514884708,1.2540187880841631,0.0
2024-07-12,0.0028591669280251253,1.2576042371301754,0.0
2024-07-15,0.021407912666925544,1.2845269188082138,0.0
2024-07-16,-0.004726615510769583,1.278455453949774,0.0
2024-07-17,0.0031127209109227394,1.2824349289749666,0.0
2024-07-18,0.011590797325169877,1.2972993723194342,0.0
2024-07-19,-0.008814502543958436,1.2858643237018488,2.0
2024-07-22,-0.01450829175542001,1.2672086289356965,0.0
2024-07-23,0.02111188984450396,1.293961797919792,0.0
2024-07-24,-0.00521284738093708,1.2872165725504732,0.0
2024-07-25,0.025860768427512282,1.320504982249257,0.0
2024-07-26,-0.010830446148311745,1.306203324150429,2.0
2024-07-29,0.0016439135599086718,1.3083506095069977,0.0
2024-07-30,-0.006151485585335736,1.30030230959205,0.0
2024-07-31,-0.005547244344791147,1.2930892149586466,0.0
