date,ret_1d,gross_ret,signal,pos_change,net_ret,buy_hold_equally_weighted,strategy_curve_gross,strategy_curve_net,strategy_dd
2024-05-27,-0.0005646785209398097,-0.0019241694089635942,0.3,0.10000000000000003,-0.0019441694089635943,1.0220667129314829,0.9798216812999918,0.9790963177776186,-0.022079664018607947
2024-05-28,-0.004208621444608806,0.0005391228450228435,0.3,0.0,0.0005391228450228435,1.0177652210456187,0.9803499255524294,0.9796241709700103,-0.021552444824867956
2024-05-29,0.0004780241548768438,0.001440474779488754,0.4,0.10000000000000003,0.001420474779488754,1.018251737405272,0.9817620948952613,0.9810157023982509,-0.02016258474968924
2024-05-30,0.00929124659751659,-8.718686773151463e-05,0.1,0.30000000000000004,-0.00014718686773151465,1.027712565395854,0.9816764981333499,0.9808713097698194,-0.02030680394972606
2024-05-31,0.0023598727042739576,0.0004753083739261532,0.3,0.19999999999999998,0.0004353083739261532,1.0301378362267712,0.9821430971933992,0.9812982912647061,-0.01988033529760691
2024-06-03,0.002538315494318788,0.00016469507129109883,0.3,0.0,0.00016469507129109883,1.0327526510577498,0.9823048513208095,0.9814599062567437,-0.019718914419554978
2024-06-04,-0.005065247851513621,-0.0037815616617425606,0.2,0.09999999999999998,-0.0038015616617425607,1.0275215029108347,0.9785902049549109,0.9777288259045805,-0.023445513412229113
2024-06-05,0.0018631880613847462,-0.0007054664252044817,0.3,0.09999999999999998,-0.0007254664252044817,1.0294359687078745,0.9778998424212811,0.9770195164684322,-0.02415397090463134
2024-06-06,0.00238277696062551,-0.0007706318958951575,0.1,0.19999999999999998,-0.0008106318958951575,1.0318888850165508,0.9771462416117205,0.9762275132854709,-0.024945022821298624
2024-06-07,0.0019863131283286094,-0.0021669393523115143,0.2,0.1,-0.0021869393523115143,1.0339385394558356,0.9750288249678087,0.9740925629198577,-0.027077408921557855
2024-06-10,0.0011610435163070365,-0.0016125925738450842,0.1,0.1,-0.0016325925738450843,1.0351389870933307,0.9734565007253808,0.972502266635397,-0.028665795118678727
2024-06-11,0.01063544258507485,-0.0010968909352945034,0.1,0.0,-0.0010968909352945034,1.0461481483581343,0.9723887251138316,0.9714355377145713,-0.029731242803154534
2024-06-12,-0.0007106993534394923,-0.0005649903730311379,0.1,0.0,-0.0005649903730311379,1.0454046515454942,0.9718393348452982,0.9708866859877422,-0.03027943531022359
2024-06-13,0.0016706349356606198,0.0007096183750123997,0.2,0.1,0.0006896183750123996,1.0471511410782681,0.9725289698948641,0.9715562272864543,-0.029610698190186024
2024-06-14,0.0028685625369701873,0.00022776331594316358,0.1,0.1,0.00020776331594316358,1.050154959612111,0.9727504763178981,0.9717580810298606,-0.029409086891086234
2024-06-17,-0.004619216718514308,-0.0032781837673774407,0.2,0.1,-0.0032981837673774408,1.0453040662656399,0.9695616214967241,0.96855304430119,-0.03261027408546613
2024-06-18,0.009955965210545325,0.002405313007342835,0.3,0.09999999999999998,0.002385313007342835,1.0557110771838223,0.9718937206763306,0.9708633464760631,-0.03030274678907252
2024-06-19,0.0028030529415974947,0.002251577378247882,0.3,0.0,0.002251577378247882,1.0586702912241994,0.9740820145918666,0.9730493204243587,-0.028119398389993666
2024-06-20,0.005483654931624049,0.002806221869505854,0.3,0.0,0.002806221869505854,1.0644756737876349,0.9768155048439068,0.9757799127074414,-0.025392085791206997
2024-06-21,-0.000826925871279649,-0.0014405961949225388,0.3,0.0,-0.0014405961949225388,1.063595431313632,0.9754083081444873,0.9743742078781131,-0.026796102243957676
2024-06-24,-0.003398243597428063,-0.00016189323563789993,0.2,0.09999999999999998,-0.00018189323563789993,1.0599810749489167,0.9752503961374137,0.9741969758007201,-0.026973121449855975
2024-06-25,-0.004896870051607116,0.0034374146866103183,0.2,0.0,0.0034374146866103183,1.054790485367729,0.9786027361722189,0.9775456947929888,-0.023628424567061046
2024-06-26,-0.005205669515440947,0.0011374540888373307,0.2,0.0,0.0011374540888373307,1.049299594692873,0.9797158518558254,0.9786576081405565,-0.022517846726360258
2024-06-27,-0.003948756768200734,-0.0011945435580250296,0.2,0.0,-0.0011945435580250296,1.0451561658164592,0.978545538596296,0.9774885589992399,-0.02368549173563783
2024-06-28,-0.010982766969376324,-0.009217380706244416,0.4,0.2,-0.009257380706244416,1.0336774592006903,0.9695259118286569,0.9684395752725857,-0.03272360682767084
2024-07-01,0.0044422887669539725,0.005309477551364195,0.3,0.10000000000000003,0.005289477551364195,1.0382693529663511,0.9746735878929771,0.9735621146658426,-0.027607220060021365
2024-07-02,-0.0019646843207882458,-0.0011679882414425858,0.2,0.09999999999999998,-0.0011879882414425858,1.0362294814478232,0.9735351806030734,0.9724055343213056,-0.028762411248653752
2024-07-03,0.011165574069958361,0.008187783670031456,0.4,0.2,0.008147783670031456,1.0477995784764034,0.9815062760570165,0.9803284842544969,-0.02084897748330483
2024-07-04,0.0059715432782802115,-0.0018688032754521134,0.1,0.30000000000000004,-0.0019288032754521134,1.0540565590062392,0.9796720339134443,0.9784376234630479,-0.02273756718269726
2024-07-05,0.002300000465376395,-0.0009501765534527084,0.4,0.30000000000000004,-0.0010101765534527084,1.0564808895824866,0.9787411725167463,0.9774492287168095,-0.02372477477889945
2024-07-08,0.00870565854692611,-0.002163989039681957,0.4,0.0,-0.002163989039681957,1.0656782514685446,0.9766231873467346,0.9753340392990207,-0.025837423665990955
2024-07-09,-0.0008764573699548084,-0.0037918688354092733,0.4,0.0,-0.0037918688354092733,1.0647442299110443,0.9729199603186964,0.9716357005512889,-0.029531320379813986
2024-07-10,-0.002071913545907278,0.00016998140629820302,0.2,0.2,0.00012998140629820302,1.062538171918165,0.9730853386217669,0.9717619951260562,-0.029405177496068413
2024-07-11,-0.00533754733219789,-0.0042972161307500145,0.2,0.0,-0.0042972161307500145,1.0568668241332848,0.9689037806080452,0.9675861238053508,-0.03357603322375469
2024-07-12,-0.003510174336368632,0.0002859166928025125,0.1,0.1,0.0002659166928025125,1.0531570373302528,0.9691808063726404,0.9678434211073947,-0.033319044958664445
2024-07-15,-0.0036831745906750423,0.002140434875617192,0.3,0.19999999999999998,0.002100434875617192,1.0492780760903675,0.9712552747713791,0.9698763131832254,-0.03128859456710065
2024-07-16,-0.01141468452112201,-0.005021147548605542,0.3,0.0,-0.005021147548605542,1.037300897876866,0.9663784587293907,0.9650064211108349,-0.03615263746579622
2024-07-17,-0.002283596950933775,0.00016193523897968244,0.3,0.0,0.00016193523897968244,1.0349321207092737,0.9665349494560498,0.9651626896562544,-0.03599655661280432
2024-07-18,-0.001935558330795828,-0.0005891154158663925,0.2,0.09999999999999998,-0.0006091154158663925,1.0329289492212266,0.9659655488173516,0.9645747941831657,-0.0365837459711198
2024-07-19,-0.0014238303529357065,-0.001036678500559829,0.2,0.0,-0.001036678500559829,1.0314582336308995,0.9649641531006112,0.9635748402318541,-0.03758249888876142
2024-07-22,0.0054682349316419465,-0.0020630039108660127,0.2,0.0,-0.0020630039108660127,1.0370984895745696,0.9629734282789192,0.9615869815680438,-0.03956796995743972
2024-07-23,0.0017320966814264316,-0.00033666308937065905,0.2,0.0,-0.00033666308937065905,1.0388948444266741,0.962649230669573,0.9612632507241305,-0.03989131197180429
2024-07-24,0.006865130513548712,0.000732761444716723,0.1,0.1,0.000712761444716723,1.0460269931235162,0.9633546229105939,0.9619484021074697,-0.0392069835162403
2024-07-25,-0.0015001837853143019,-0.0012051933817831984,0.1,0.0,-0.0012051933817831984,1.0444577603894312,0.9621935942947518,0.9607890682596328,-0.0403649249009701
2024-07-26,-0.00860542501745234,-0.0033630218463493234,0.2,0.1,-0.0033830218463493235,1.0354697574485037,0.9589577162167212,0.9575386978519769,-0.04361139132455316
2024-07-29,-0.0009750056753900394,-0.0013101218289434668,0.3,0.09999999999999998,-0.001330121828943467,1.0344601685582966,0.9577013647796718,0.9562650547279059,-0.04488350468990521
2024-07-30,-0.0016342125822602193,-0.0017645538464817867,0.2,0.09999999999999998,-0.0017845538464817867,1.0327696407349916,0.956011449152669,0.9545585482462351,-0.04658796150544908
2024-07-31,0.0016984991841984653,-0.00029886152673156416,0.3,0.09999999999999998,-0.00031886152673156416,1.034523799127245,0.9557257341114024,0.9542541762501866,-0.04689196792364769
2024-08-01,0.0018864407962904228,0.000661050028339294,0.2,0.09999999999999998,0.000641050028339294,1.036475367026652,0.9563575166350213,0.9548659009169147,-0.04628097799267472
2024-08-02,-0.0019337358923850578,-0.0024997957438108176,0.2,0.0,-0.0024997957438108176,1.0344710974078595,0.9539668181853755,0.9524789312018924,-0.04866508074468012
2024-08-05,0.005748022751472548,0.005216394724221018,0.3,0.09999999999999998,0.005196394724221018,1.0404172608115005,0.9589430856628396,0.9574283876949217,-0.04372156898929447
2024-08-06,-0.0034018915622882396,-0.002353570701274443,0.2,0.09999999999999998,-0.0023735707012744432,1.036877874110687,0.9566861453122338,0.9551558637253206,-0.04599136345540222
2024-08-07,-0.002749271332990089,-0.0012100189703857845,0.3,0.09999999999999998,-0.0012300189703857846,1.0340272154955827,0.9555285369277008,0.9539810038932632,-0.04716481217626389
2024-08-08,-0.0025764718902078097,0.0024271594462195955,0.3,0.0,0.0024271594462195955,1.0313630734411485,0.9578477570422371,0.9562964678983767,-0.04485212924944726
2024-08-09,0.007697801699371942,0.0012731263566509998,0.1,0.19999999999999998,0.0012331263566509997,1.0393023018605532,0.9590672182673866,0.9574757022777145,-0.043674311235525565
2024-08-12,0.0035440835729629084,0.0001324520320699074,0.1,0.0,0.0001324520320699074,1.0429856760759197,0.9591942486693377,0.9576025218801386,-0.04354764395472821
2024-08-13,0.006335988464522724,0.0009748208419812054,0.2,0.1,0.0009548208419812053,1.0495940212881991,0.9601292912144491,0.9585168607263636,-0.04263440331081414
2024-08-14,-0.0008611025653719184,-0.0005556500599770975,0.1,0.1,-0.0005756500599770975,1.0486902131838687,0.9595957953162001,0.9579650904379974,-0.04318551087396827
2024-08-15,-0.0022488538262828706,0.0010822259170938375,0.2,0.1,0.0010622259170938375,1.0463318621853648,0.9606342947558254,0.9589826657847318,-0.04216915772576768
2024-08-16,-0.006921707883370654,-0.0011291694750281689,0.3,0.09999999999999998,-0.001149169475028169,1.0390894586862545,0.959549575833522,0.9578806321781308,-0.04326986769194974
2024-08-19,0.004026639235094787,0.0007143244277381444,0.2,0.09999999999999998,0.0006943244277381445,1.0432734970693738,0.9602350055351656,0.9585457120999094,-0.04260558659033509
2024-08-20,0.0032885201345185023,-0.00039177820064676403,0.2,0.0,-0.00039177820064676403,1.046704322970296,0.959858806392499,0.9581701747855852,-0.04298067285092999
2024-08-21,-0.0024948279953902253,-0.0010420478464027495,0.2,0.0,-0.0010420478464027495,1.0440929757224535,0.958858587590447,0.9571717156184626,-0.04397793277975148
2024-08-22,0.014194333413629768,0.004549214557477898,0.2,0.0,0.004549214557477898,1.0589131795346869,0.9632206410356762,0.9615260951211603,-0.039628783274282875
2024-08-23,0.003145248674870338,0.0040173475194042576,0.3,0.09999999999999998,0.0039973475194042575,1.0622437248094212,0.9670902330885799,0.9653696490723352,-0.035789845773397166
2024-08-26,-0.001608667994393853,-0.0006109896994389685,0.2,0.09999999999999998,-0.0006309896994389684,1.0605349273270746,0.9664993509177348,0.9647605107676196,-0.03639825244880868
2024-08-27,-0.00304540770974151,-0.0014692670936291452,0.1,0.1,-0.0014892670936291453,1.0573051660829424,0.9650793052254174,0.9633237246857005,-0.037833312822800225
2024-08-28,0.003932413153214342,0.0019466423027097112,0.3,0.19999999999999998,0.001906642302709711,1.0614629268250084,0.9669579694264389,0.9651604384503901,-0.03599880511477005
2024-08-29,0.001927399476835745,-0.0008728972572520477,0.1,0.19999999999999998,-0.0009128972572520477,1.0635087899148516,0.9661139144670485,0.9642793461333206,-0.03687883916156853
2024-08-30,-0.0045200046879939615,-0.0018033314733785666,0.2,0.1,-0.0018233314733785667,1.0587017251987136,0.9643716908382212,0.9625211452523867,-0.03863492828680215
2024-09-02,0.0005888647982037809,-0.0010325016591972158,0.2,0.0,-0.0010325016591972158,1.0593251573764808,0.9633759754673479,0.9615273405729012,-0.03962753931844032
2024-09-03,0.007894072715726152,0.0016638229233958634,0.1,0.1,0.0016438229233958633,1.0676875471984089,0.9649788624991793,0.9631079212568069,-0.03804885705257377
2024-09-04,0.008101205180394266,0.0008876631851022721,0.2,0.1,0.000867663185102272,1.0763371030868152,0.9658354387098217,0.9639435745433619,-0.03721420745997117
2024-09-05,-0.0029450513657671928,-0.0004935673759885351,0.3,0.09999999999999998,-0.000513567375988535,1.0731672350313435,0.965358733846701,0.9634485245711827,-0.03770866283308494
2024-09-06,-0.00252241371395181,0.0011418972120560977,0.3,0.0,0.0011418972120560977,1.0704602632803366,0.9664610742935145,0.9645486837553501,-0.036609825037988375
2024-09-09,0.0010093064115599293,0.000474586913757935,0.2,0.09999999999999998,0.00045458691375793503,1.0715406856873857,0.9669197440720305,0.9649871549646678,-0.036171880471607576
2024-09-10,0.008359125376649956,-0.0006078411340144085,0.1,0.1,-0.0006278411340144086,1.080497828625228,0.9663320104782928,0.9643812963349855,-0.03677701141116718
2024-09-11,0.003975070110332624,-0.001968609337755156,0.2,0.1,-0.001988609337755156,1.0847928832480755,0.9644296802590935,0.9624635186839373,-0.03869248564061534
2024-09-12,0.003890212880047317,-0.0014320296079768813,0.2,0.0,-0.0014320296079768813,1.0890129584946708,0.9630485884021508,0.9610852424285844,-0.040069106463548554
2024-09-13,0.002966185536927279,0.0010122301361814579,0.1,0.1,0.0009922301361814578,1.092243172981684,0.9640234152059385,0.9620388601695614,-0.03911663410233002
2024-09-16,-8.523806828527602e-05,-0.0013288723674038882,0.2,0.1,-0.0013488723674038882,1.0921500722835211,0.962742351127941,0.9607411925347099,-0.04041274312288745
2024-09-17,-0.005482422743219473,-0.0007711812770186621,0.2,0.0,-0.0007711812770186621,1.0861624438882251,0.9619999022521583,0.9600002869149665,-0.04115275884905678
2024-09-18,0.0001136873407274419,-0.00047059813497769555,0.2,0.0,-0.00047059813497769555,1.086285926808069,0.9615471868923097,0.9595485125703662,-0.041603990572470995
2024-09-19,0.005593173425362685,-0.0005954229129127464,0.1,0.1,-0.0006154229129127465,1.0923617123862372,0.9609746596653872,0.9589579844296791,-0.0421938094363169
2024-09-20,0.010254409969924837,0.0012417572806738165,0.1,0.0,0.0012417572806738165,1.1035632372204949,0.9621679569455697,0.9601487774887049,-0.04100444662571001
2024-09-23,0.0008686402421259176,0.0007192501909091265,0.1,0.0,0.0007192501909091265,1.1045218366580754,0.9628599964322893,0.9608393646802147,-0.04031468889086465
2024-09-24,0.002406209624742883,0.0019242172981915218,0.1,0.0,0.0019242172981915218,1.1071795477321806,0.9647127482931609,0.9626882284065157,-0.0384680458144081
2024-09-25,0.0021356426449672616,0.0007314166257645471,0.2,0.1,0.000711416625764547,1.109544087589953,0.9654183552363496,0.9633731008176318,-0.03778399599599669
2024-09-26,-0.010972760097385615,-0.003303003391200343,0.3,0.09999999999999998,-0.003323003391200343,1.0973693264993558,0.9622295751350768,0.9601718087366236,-0.040981443040369325
2024-09-27,0.001490812444662515,0.0006029207940835057,0.3,0.0,0.0006029207940835057,1.099005298347692,0.9628097233546078,0.9607507162860035,-0.040403230810466595
2024-09-30,0.00031733403404131665,-0.003069136715699405,0.2,0.09999999999999998,-0.0030891367156994053,1.0993540501324492,0.9598547286824277,0.9577828259736899,-0.043367556422436504
2024-10-01,0.007392723484995911,-0.0004689613258091252,0.2,0.0,-0.0004689613258091252,1.1074812706371888,0.9594045939362806,0.9573336628697842,-0.04381618004148857
2024-10-02,-0.005493290968333753,-0.004099755904077374,0.3,0.09999999999999998,-0.004119755904077374,1.101397553775599,0.9554712692878914,0.9533896818600043,-0.047755423979146006
2024-10-03,-0.004615768962803568,-0.0021264041281429226,0.2,0.09999999999999998,-0.0021464041281429227,1.0963137571311736,0.9534395512365557,0.9513433223111311,-0.04979932566811884
2024-10-04,-0.0051799078007303545,-0.002164514926886718,0.2,0.0,-0.002164514926886718,1.0906349529485617,0.9513758170960199,0.9492841254893946,-0.05185604921124809
2024-10-07,-0.0005639332606197867,-0.001778320454220894,0.3,0.09999999999999998,-0.0017983204542208941,1.0900199076233996,0.9496839660208269,0.9475770084296598,-0.05356111587149737
2024-10-08,-0.0045065785119002945,-0.0040421771482096695,0.3,0.0,-0.0040421771482096695,1.0851076473301604,0.9458451751953565,0.9437467343000165,-0.057386789501098656
2024-10-09,-0.004159205533937993,-0.0018913276411435364,0.2,0.09999999999999998,-0.0019113276411435365,1.0805944615984664,0.9440562720712673,0.9419429250805099,-0.05918843218523229
2024-10-10,-0.0019271997231669613,-0.0011836615716847242,0.2,0.0,-0.0011836615716847242,1.0785119402512182,0.9429388289405086,0.9408279834373718,-0.060302034684250994
2024-10-11,0.0035855665591626117,-0.00022051300549897902,0.2,0.0,-0.00022051300549897902,1.0823790165978406,0.9427308986653373,0.9406205186310865,-0.060509250306844065
2024-10-14,-0.0007594585059181314,-0.0004948290859231874,0.1,0.1,-0.0005148290859231875,1.0815569946470582,0.9422644079964791,0.9401362598292792,-0.06099292747074181
2024-10-15,0.003308725501888754,0.0033126754671179313,0.4,0.30000000000000004,0.003252675467117931,1.085135569856993,0.9453858241843875,0.9431942179773738,-0.0579386422024758
2024-10-16,0.0010640402625159084,-0.002310262521112272,0.2,0.2,-0.002350262521112272,1.086290197793609,0.9432017347467836,0.9409774639567318,-0.060152733704295414
2024-10-17,0.00018758655850148465,-0.003825056593316911,0.2,0.0,-0.003825056593316911,1.086493971233347,0.9395939347324624,0.9373781719040615,-0.06374770268695062
2024-10-18,-0.0018643792981988482,-0.002373423750642889,0.2,0.0,-0.002373423750642889,1.0844683343657617,0.9373638801718084,0.9351533762875301,-0.06596982612598745
2024-10-21,0.003275513452038359,0.00195075471695334,0.1,0.1,0.00193075471695334,1.0880205249832864,0.9391924471825551,0.9369589280798721,-0.06416644296200347
2024-10-22,-0.0028117157840460093,0.0020489217584496846,0.1,0.0,0.0020489217584496846,1.0849613204998247,0.941116779022959,0.9388786836143886,-0.06224899322470101
2024-10-23,-0.004428257088412735,0.0006109169974195527,0.1,0.0,0.0006109169974195527,1.0801568328416677,0.9416917232598209,0.9394522605607236,-0.061676105195314634
2024-10-24,-0.008323589132316645,-0.000743313606937368,0.2,0.1,-0.000763313606937368,1.0711660511666292,0.9409917509883815,0.9387351638671695,-0.06239234059193355
2024-10-25,0.0021891952508945713,0.00021627484583907063,0.2,0.0,0.00021627484583907063,1.0735110427987626,0.9411952638342622,0.9389381886700184,-0.062189559639937664
2024-10-28,0.011136520228321211,0.005373380887686174,0.3,0.09999999999999998,0.005353380887686174,1.0854662202422172,0.94625266447653,0.9439646824239633,-0.05716910315224144
2024-10-29,0.003078935726768295,0.0013821890679952763,0.1,0.19999999999999998,0.0013421890679952762,1.088808300967921,0.9475605645649309,0.9452316615012862,-0.05590364582952434
2024-10-30,-0.003556234131710345,-0.0023013116645970388,0.2,0.1,-0.002321311664597039,1.0849362437251293,0.9453799323847855,0.9430374842196969,-0.058095187708963714
2024-10-31,-0.013871915226329556,-0.0010511935104582926,0.1,0.1,-0.0010711935104582926,1.0698861001262019,0.9443861551349452,0.9420273085864819,-0.05910415003135927
2024-11-01,-9.237607146587168e-05,-0.002473904036910357,0.3,0.19999999999999998,-0.002513904036910357,1.0697872682513563,0.9420498344133545,0.9396591423325465,-0.06146947190690766
2024-11-04,0.016325573217480138,0.007631024478202075,0.4,0.10000000000000003,0.007611024478202075,1.0872521586263217,0.9492386397594491,0.946810911066006,-0.054326293084051125
2024-11-05,-0.0023124541372500527,-0.0025095262367364813,0.2,0.2,-0.0025495262367364814,1.0847379378738724,0.9468565004880487,0.9443969918070149,-0.0567373130112252
2024-11-06,-0.006058890320733856,8.794275488788195e-06,0.1,0.1,-1.1205724511211806e-05,1.0781656296815556,0.9468648274049623,0.9443864091544955,-0.05674788295303723
2024-11-07,-0.0012301263884251235,0.0,0.0,0.1,-2e-05,1.0768393496893913,0.9468648274049623,0.9443675214263123,-0.056766747995378286
2024-11-08,0.005140586822854854,0.0011486132182904952,0.1,0.1,0.0011286132182904952,1.0823749358607362,0.947952408861654,0.9454333470939181,-0.05570220247923485
2024-11-11,0.0032133128752559136,-0.0017830807049234454,0.1,0.0,-0.0017830807049234454,1.0858529451779917,0.9462621332122271,0.9437475631349237,-0.05738596166169596
2024-11-12,0.006619813334706959,-0.0015365212653206672,0.2,0.1,-0.0015565212653206673,1.0930410889840116,0.9448081813219787,0.9422785999838096,-0.05885316045735933
2024-11-13,0.0005898049285271934,0.0015081029397808088,0.1,0.1,0.0014881029397808088,1.093685770005377,0.9462330493177593,0.9436808075385381,-0.05745263707867043
2024-11-14,0.005956692854744506,-0.0010890180787322846,0.2,0.1,-0.0011090180787322846,1.1002005202169038,0.9452025844203583,0.9426342484624252,-0.05849793914421164
2024-11-15,0.006449542556127119,-0.001992264857754178,0.1,0.1,-0.002012264857754178,1.107296310292316,0.9433194905279593,0.9407374186905287,-0.06039249065477492
2024-11-18,-0.00533240749174495,-0.00033271319995196167,0.1,0.0,-0.00033271319995196167,1.1013917551517316,0.9430056356816886,0.9404244229336416,-0.0607051104759081
2024-11-19,0.001181564716885064,0.0006174009111907686,0.2,0.1,0.0005974009111907686,1.102693120789087,0.9435878482204165,0.9409862333408083,-0.06014397485302947
2024-11-20,-9.744153490289786e-05,0.0012008105258453194,0.2,0.0,0.0012008105258453194,1.1025856726788705,0.9447209184406195,0.9421161795144796,-0.05901538584525379
