sharpe_bh,sharpe_strategy_net,max_dd_net,meta_sharpe_strategy_net,meta_max_dd_net,dm_stat,dm_p_value_two_sided,dm_mean_d,dm_var_mean_d,dm_meta_stat,dm_meta_p_value_two_sided,spa_p_value_one_sided,spa_observed_mean,threshold
0.9385450304062772,-0.627815001355509,-0.025610757482350532,2.3773778058246746,-0.0025646380266215463,0.617155724776958,0.5371320160484723,0.0021476419669651165,1.2109723861451391e-05,8.893942310484395,5.897832275837618e-19,0.57,-0.009266857696781849,0.6
