date,n_assets,k_used,selected_fraction,strategy
2026-02-04,7,1,0.14285714285714285,hybrid_strategy
2026-02-05,7,1,0.14285714285714285,hybrid_strategy
2026-02-06,7,1,0.14285714285714285,hybrid_strategy
2026-02-09,7,1,0.14285714285714285,hybrid_strategy
2026-02-10,7,1,0.14285714285714285,hybrid_strategy
2026-02-11,7,1,0.14285714285714285,hybrid_strategy
2026-02-12,7,1,0.14285714285714285,hybrid_strategy
2026-02-13,7,1,0.14285714285714285,hybrid_strategy
2026-02-17,7,1,0.14285714285714285,hybrid_strategy
2026-02-18,7,1,0.14285714285714285,hybrid_strategy
2026-02-19,7,1,0.14285714285714285,hybrid_strategy
2026-02-20,7,1,0.14285714285714285,hybrid_strategy
2026-02-23,7,1,0.14285714285714285,hybrid_strategy
2026-02-24,7,1,0.14285714285714285,hybrid_strategy
2026-02-25,7,1,0.14285714285714285,hybrid_strategy
2026-02-26,7,1,0.14285714285714285,hybrid_strategy
2026-02-27,7,1,0.14285714285714285,hybrid_strategy
2026-03-02,7,1,0.14285714285714285,hybrid_strategy
2026-03-03,7,1,0.14285714285714285,hybrid_strategy
2026-03-04,7,1,0.14285714285714285,hybrid_strategy
2026-03-05,7,1,0.14285714285714285,hybrid_strategy
2026-03-06,7,1,0.14285714285714285,hybrid_strategy
2026-03-09,7,1,0.14285714285714285,hybrid_strategy
2026-03-10,7,1,0.14285714285714285,hybrid_strategy
2026-03-11,7,1,0.14285714285714285,hybrid_strategy
2026-03-12,7,1,0.14285714285714285,hybrid_strategy
2026-03-13,7,1,0.14285714285714285,hybrid_strategy
2026-03-16,7,1,0.14285714285714285,hybrid_strategy
2026-03-17,7,1,0.14285714285714285,hybrid_strategy
2026-03-18,7,1,0.14285714285714285,hybrid_strategy
2026-03-19,7,1,0.14285714285714285,hybrid_strategy
2026-03-20,7,1,0.14285714285714285,hybrid_strategy
2026-03-23,7,1,0.14285714285714285,hybrid_strategy
2026-03-24,7,1,0.14285714285714285,hybrid_strategy
