decile,mean_fwd_5d,median_fwd_5d,hit_rate,count
0,-0.009356772971568556,0.00693147387207893,0.5605536332179931,289
3,0.07480034211412522,-0.0029274004683842447,0.47750865051903113,289
6,0.08933011768805078,-0.003357399822782603,0.4671280276816609,289
9,0.0696255194289885,-0.0019111448158041222,0.4671280276816609,289
