date,long_short_cumulative
2024-09-04,0.8589852175303886
2024-09-05,0.8480210853213004
2024-09-06,0.8457048376220533
2024-09-09,0.8568932901097377
2024-09-10,0.8698506894670494
2024-09-11,0.8721779219044355
2024-09-12,0.8691804295587675
2024-09-13,0.8841792903527622
2024-09-16,0.8705772255538813
2024-09-17,0.8674164270655597
2024-09-18,0.8849250745725002
2024-09-19,0.8800831458502745
2024-09-20,0.8735372295190272
2024-09-23,0.8672825523495833
2024-09-24,0.8776781977210618
2024-09-25,0.8738238014299772
2024-09-26,0.877271286630885
2024-09-27,0.872892082015263
2024-09-30,0.8632887402409589
2024-10-01,0.8498718707887272
2024-10-02,0.8410731962792287
2024-10-03,0.8213332400929003
2024-10-04,0.8202550716538439
2024-10-07,0.7994785984568223
2024-10-08,0.7869137579796789
2024-10-09,0.7915345076719535
2024-10-10,0.7773872943012732
2024-10-11,0.7725655359047968
2024-10-14,0.7724821827512777
2024-10-15,0.7756648308138888
2024-10-16,0.7563772351129348
2024-10-17,0.7337049171634769
2024-10-18,0.7299250520467394
2024-10-21,0.7361828745122553
2024-10-22,0.7310698936482203
2024-10-23,0.7408028145591314
2024-10-24,0.7551549046480281
2024-10-25,0.771531567278356
2024-10-28,0.7810734379259503
2024-10-29,0.787090592977492
2024-10-30,0.7747316786557878
2024-10-31,0.7852308954162804
2024-11-01,0.7882190251173856
2024-11-04,0.7813940430121927
2024-11-05,0.7656889135385602
2024-11-06,0.7524007653197164
2024-11-07,0.760678895036177
2024-11-08,0.7751020672538159
2024-11-11,0.7648230807925351
2024-11-12,0.7435675643587417
2024-11-13,0.7397275377259578
2024-11-14,0.7325578404467881
2024-11-15,0.7358004362646767
2024-11-18,0.738605515791966
2024-11-19,0.7310233033249571
2024-11-20,0.738710226198441
2024-11-21,0.7452398184511406
2024-11-22,0.7374225131650031
2024-11-25,0.7498653971216018
2024-11-26,0.733432696053738
2024-11-27,0.73010407796968
2024-11-28,0.7349181302252934
2024-11-29,0.7347694590945041
2024-12-02,0.724832605616979
2024-12-03,0.727561054236827
2024-12-04,0.7226453374856652
2024-12-05,0.7224622439869969
2024-12-06,0.7227658843292053
2024-12-09,0.7183334051481804
2024-12-10,0.6956042003941486
2024-12-11,0.6878594327527582
2024-12-12,0.6856038087185712
2024-12-13,0.6820529789746631
2024-12-16,0.6777521198637299
2024-12-17,0.6765219559992238
2024-12-18,0.6807948757256336
2024-12-19,0.6831376691060119
2024-12-20,0.6600728868700914
2024-12-23,0.6509375963487951
2024-12-24,0.6359264145346303
2024-12-25,0.6358754127633887
2024-12-26,0.6467545916308717
2024-12-27,0.6486391156720467
2024-12-30,0.6346373866950273
2024-12-31,0.6336259478243442
2025-11-05,2.7968823878233295
2025-11-06,2.8227781763049893
2025-11-07,2.7887580234500677
2025-11-10,2.805022793212124
2025-11-11,2.838425960757513
2025-11-12,2.7934750268304573
2025-11-13,2.711919634601683
2025-11-14,2.655347467412209
2025-11-17,2.7188664865161734
2025-11-18,2.6526330290789746
2025-11-19,2.695233448691754
2025-11-20,2.6610705387775395
2025-11-21,2.706720693334385
2025-11-24,2.7477299149295167
2025-11-25,2.6696911196680966
2025-11-26,2.6804742975356435
2025-11-28,2.6018485015463355
2025-12-01,2.6532264804305696
2025-12-02,2.644976838916985
2025-12-03,2.6780005941641005
2025-12-04,2.558917394221851
2025-12-05,2.5065186556464787
2025-12-08,2.4872918889562854
2025-12-09,2.525755246177533
2025-12-10,2.5858680128037403
2025-12-11,2.5471883397894275
2025-12-12,2.5089933116854564
2025-12-15,2.457176977031147
2025-12-16,2.414128404172764
2025-12-17,2.396452726672781
2025-12-18,2.4098000899109087
2025-12-19,2.474566086553845
2025-12-22,2.4420939596654847
2025-12-23,2.495778635830121
2025-12-24,2.5045347355568692
2025-12-26,2.5556576169145138
2025-12-29,2.571112215192266
2025-12-30,2.54651087494489
2025-12-31,2.558409618979311
2026-01-02,2.580773267117898
2026-01-05,2.6243285497783844
2026-01-06,2.6522282327443434
2026-01-07,2.6604352095134147
2026-01-08,2.656887244110111
2026-01-09,2.6326871200923514
2026-01-12,2.6731217683289223
2026-01-13,2.703726586967184
2026-01-14,2.717850467942194
2026-01-15,2.732334987630922
2026-01-16,2.7600969291018873
2026-01-20,2.684815048668219
2026-01-21,2.686907956249338
2026-01-22,2.563669712847424
2026-01-23,2.565602035548254
2026-01-26,2.5004638868509486
2026-01-27,2.5717407870459508
2026-01-28,2.5996300926120406
2026-01-29,2.6892779675103657
2026-01-30,2.686035628562476
2026-02-02,2.70561472286411
2026-02-03,2.6993800565773522
2026-02-04,2.6019458509990177
2026-02-05,2.536958454309245
2026-02-06,2.4674899936760806
2026-02-09,2.4048928139314234
2026-02-10,2.4083446775950192
2026-02-11,2.433285747290278
2026-02-12,2.4553706470872108
2026-02-13,2.4382755453634815
2026-02-17,2.4931171474961844
2026-02-18,2.502568768114197
2026-02-19,2.4781217137384104
2026-02-20,2.480720660953364
2026-02-23,2.5331078986909996
2026-02-24,2.5736181689683453
2026-02-25,2.538404678833379
2026-02-26,2.439873953989948
2026-02-27,2.4456720316137566
2026-03-02,2.395444293424278
2026-03-03,2.4079952745760616
2026-03-04,2.402545331314503
2026-03-05,2.4420221251673833
2026-03-06,2.4313815410322035
2026-03-09,2.4348658484058223
2026-03-10,2.4189825286302797
2026-03-11,2.4225071552819877
2026-03-12,2.4476225722649554
2026-03-13,2.5036215994173214
2026-03-16,2.4746657588037704
2026-03-17,2.5221630114349973
2026-03-18,2.5160555081281593
2026-03-19,2.541167086268907
2026-03-20,2.570202077432328
2026-03-23,2.5731616065615306
2026-03-24,2.6036276789836306
