date,portfolio_ret,equity,turnover
2024-04-04,0.0,1.0,0.0
2024-04-05,0.03491850483474379,1.0349185048347438,1.0
2024-04-08,0.007762493025714967,1.0429520525107068,0.0
2024-04-09,0.04188357657792019,1.086634614669138,0.0
2024-04-10,0.004836430267789904,1.0918900472095519,0.0
2024-04-11,0.011966345018465496,1.10495598023669,0.0
2024-04-12,-0.001989618552098671,1.1027575393191587,2.0
2024-04-15,-0.01580602036051948,1.0853273311999636,0.0
2024-04-16,0.0058002922819200275,1.0916225469424796,0.0
2024-04-17,-0.02596221880243199,1.0632816035290908,0.0
2024-04-18,0.007409650730915818,1.0711601488398494,0.0
2024-04-19,-0.0160332411826698,1.0539859798282356,0.0
2024-04-22,0.0008383882899452022,1.05486962933149,0.0
2024-04-23,-0.0010602947005284857,1.0537511566537614,0.0
2024-04-24,0.013201297377948285,1.0676620390351046,0.0
2024-04-25,-0.0017137367325120723,1.0658323473809015,0.0
2024-04-26,-0.007358318206923675,1.0579896138136404,0.0
2024-04-29,-0.005308489561076657,1.0523732869929832,0.0
2024-04-30,0.014353750252724673,1.0674787903271195,0.0
2024-05-01,0.006168212215070357,1.0740632260409437,0.0
2024-05-02,-0.0039839726366665,1.069784187538347,0.0
2024-05-03,-0.002348149393461285,1.0672721744472442,0.0
2024-05-06,-0.01684544959754375,1.0492934948257322,0.0
2024-05-07,0.004533461393041449,1.054050426374494,0.0
2024-05-08,-0.018926572706028044,1.0341008643438974,0.0
2024-05-09,0.00855615757860173,1.042948794291392,0.0
2024-05-10,-0.028833373250586214,1.0128770624243395,2.0
2024-05-13,0.007087796100972321,1.020056128518155,0.0
2024-05-14,0.004805144248913651,1.0249576453576732,0.0
2024-05-15,-0.004305129395315355,1.0205450700696908,0.0
2024-05-16,-0.0017797259561593837,1.0187287795190572,0.0
2024-05-17,0.003546495636210789,1.0223416966901038,0.0
2024-05-20,0.02416167926763091,1.0470431888674556,0.0
2024-05-21,-0.005958713397408277,1.040804158590286,0.0
2024-05-22,0.02078367296492023,1.0624358918429555,0.0
2024-05-23,-0.00043890906292776144,1.0619695791012458,0.0
2024-05-24,0.002443628393132835,1.064564638117381,2.0
2024-05-27,0.0036350435252932023,1.0684343769124256,0.0
2024-05-28,-0.00749483360650105,1.0604266390380013,0.0
2024-05-29,-0.0017463514613776931,1.0585747614272334,0.0
2024-05-30,0.03096033524619779,1.0913485909241845,0.0
2024-05-31,-0.01543313105654287,1.0745056650920781,2.0
2024-06-03,0.028806885081691158,1.1054588263060117,0.0
2024-06-04,-0.016968633935813493,1.086700700151311,0.0
2024-06-05,-0.01339987885228533,1.0721390424205897,0.0
2024-06-06,0.012003128415818187,1.0850080650263763,0.0
2024-06-07,-0.0028325855528419375,1.0819346868566655,2.0
2024-06-10,-0.01612592573845084,1.0644874884425608,0.0
2024-06-11,-0.010968909352945033,1.0528112216744903,0.0
2024-06-12,-0.005649903730311379,1.046862939625838,0.0
2024-06-13,0.013857769874801917,1.0613701253336314,0.0
2024-06-14,-0.006761574287062366,1.0541935923851193,0.0
2024-06-17,0.0073190041892752244,1.0619092397040932,0.0
2024-06-18,-0.005655425760229926,1.0559036908348445,0.0
2024-06-19,0.0029818600961788455,1.0590522479159528,0.0
2024-06-20,-0.0013044989241727256,1.0576707153979037,0.0
2024-06-21,-0.023528279476968783,1.0327855432114164,2.0
2024-06-24,-0.0004829255531396681,1.0322867846816863,0.0
2024-06-25,0.030707526940662033,1.0639857589327886,0.0
2024-06-26,0.014825608622084596,1.0797599953741976,0.0
2024-06-27,-0.0009613308365100659,1.0787219887946145,0.0
2024-06-28,-0.013399081963299864,1.0642681044511415,2.0
2024-07-01,0.0047736900992512155,1.0693485905643088,0.0
2024-07-02,-0.0048615938245715196,1.0641498520601071,0.0
2024-07-03,0.02672145489430089,1.0925854843327083,0.0
2024-07-04,-0.018688032754521133,1.0721672110143843,0.0
2024-07-05,0.0024930675031085148,1.0748401962460628,0.0
2024-07-08,-0.012083879639175565,1.0618519566832776,0.0
2024-07-09,-0.005164035033222714,1.0563685159788692,0.0
2024-07-10,0.0018072453096442676,1.0582776330246277,0.0
2024-07-11,-0.02501099514884708,1.0318090562789155,0.0
2024-07-12,0.0028591669280251253,1.034759170608665,0.0
2024-07-15,0.021407912666925544,1.0569112045643556,0.0
2024-07-16,-0.004726615510769583,1.0519155916713556,0.0
2024-07-17,0.0031127209109227394,1.0551899113300767,0.0
2024-07-18,0.011590797325169877,1.0674204037318675,0.0
2024-07-19,-0.008814502543958436,1.0580116238676998,2.0
2024-07-22,-0.01450829175542001,1.0426616825480015,0.0
2024-07-23,0.02111188984450396,1.06467424113504,0.0
2024-07-24,-0.00521284738093708,1.059124256805588,0.0
2024-07-25,0.025860768427512282,1.0865140239467985,0.0
2024-07-26,-0.010830446148311745,1.0747465923210573,2.0
2024-07-29,0.0016439135599086718,1.0765133828176394,0.0
2024-07-30,-0.006151485585335736,1.0698912262608158,0.0
