regime,ic_mean,rank_ic_mean,n_rows
high_vol,-0.04445606605035259,-0.013333333333333334,668.0
low_vol,0.13698628210742153,0.13714285714285715,488.0
trend,-0.003714783324767192,-0.017045454545454544,605.0
non_trend,0.22027936477361168,0.23214285714285715,551.0
