decile,mean_fwd_5d,median_fwd_5d,hit_rate,count
0,-0.013320452554063477,0.003748499836259356,0.5294117647058824,289
3,0.07729145357820079,0.000822656519187781,0.5155709342560554,289
6,0.09240190311323855,-0.0008368715275625105,0.4844290657439446,289
9,0.06802630212222006,-0.004652957587755191,0.4429065743944637,289
